CHROM	START	END	SNPS	S1.S4	S1.S7	S1.S10	S1.S2	S1.S5	S1.S8	S1.S11	S1.S3	S1.S6	S1.S9	S1.S12	S4.S7	S4.S10	S4.S2	S4.S5	S4.S8	S4.S11	S4.S3	S4.S6	S4.S9	S4.S12	S7.S10	S7.S2	S7.S5	S7.S8	S7.S11	S7.S3	S7.S6	S7.S9	S7.S12	S10.S2	S10.S5	S10.S8	S10.S11	S10.S3	S10.S6	S10.S9	S10.S12	S2.S5	S2.S8	S2.S11	S2.S3	S2.S6	S2.S9	S2.S12	S5.S8	S5.S11	S5.S3	S5.S6	S5.S9	S5.S12	S8.S11	S8.S3	S8.S6	S8.S9	S8.S12	S11.S3	S11.S6	S11.S9	S11.S12	S3.S6	S3.S9	S3.S12	S6.S9	S6.S12	S9.S12
5	3165557	3165557	1	0.0153846	0.0153846	0.0153846	0.0153846	0.0153846	0.0153846	0.0153846	0.0153846	0.0153846	0.0153846	0.0620856	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0151718	NA	NA	NA	NA	NA	NA	NA	NA	0.0180486	NA	NA	NA	NA	NA	NA	NA	0.0551948	NA	NA	NA	NA	NA	NA	0.0171592	NA	NA	NA	NA	NA	0.012987	NA	NA	NA	NA	0.012987	NA	NA	NA	0.0226515	NA	NA	0.012987	NA	0.012987	0.012987
5	3165558	3165558	1	NA	NA	NA	NA	NA	NA	NA	NA	0.140499	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238393	NA	NA	NA	NA	NA	NA	NA	NA	0.0230557	NA	NA	NA	NA	NA	NA	NA	0.0607798	NA	NA	NA	NA	NA	NA	0.0238351	NA	NA	NA	NA	NA	0.0086396	NA	NA	NA	NA	0.0175678	NA	NA	NA	0.024447	NA	NA	0.0136238	NA	NA	0.0148981	0.0240628	NA
5	3165560	3165560	1	0.130899	NA	NA	NA	NA	NA	NA	NA	0.141288	NA	NA	0.0143818	0.0516667	0.013489	0.0114943	0.0137931	0.0190019	0.0114943	0.00734786	0.0114943	0.015124	NA	NA	NA	NA	NA	NA	0.0234464	NA	NA	NA	NA	NA	NA	NA	0.0607798	NA	NA	NA	NA	NA	NA	0.0242965	NA	NA	NA	NA	NA	0.0082405	NA	NA	NA	NA	0.0181818	NA	NA	NA	0.024447	NA	NA	0.0138723	NA	NA	0.0148981	0.0247387	NA
5	3165562	3165562	1	NA	NA	0.0949495	NA	NA	NA	NA	0.143268	NA	NA	NA	NA	0.0129743	NA	NA	NA	NA	0.0260904	NA	NA	NA	0.0105263	NA	NA	NA	NA	0.0261042	NA	NA	NA	0.0119298	0.0105263	0.0147368	0.0105263	0.0302213	0.0105263	0.0109742	0.0183459	NA	NA	NA	0.0270272	NA	NA	NA	NA	NA	0.0166667	NA	NA	NA	NA	0.0252708	NA	NA	NA	0.026967	NA	NA	NA	0.0166667	0.0215485	0.0292417	NA	NA	NA
5	3165563	3165563	1	NA	NA	NA	NA	NA	NA	0.126121	NA	NA	0.138694	NA	NA	NA	NA	NA	NA	0.0150479	NA	NA	0.021789	NA	NA	NA	NA	NA	0.0121763	NA	NA	0.0226701	NA	NA	NA	NA	0.0454829	NA	NA	0.0596414	NA	NA	NA	0.0135185	NA	NA	0.0222471	NA	NA	0.00840336	NA	NA	0.0136031	NA	0.0161918	NA	NA	0.0153837	NA	0.00840336	0.00840336	0.016365	0.0196078	NA	0.017227	NA	0.0123623	NA	0.0241577
5	3165564	3165564	1	0.131272	NA	NA	NA	NA	NA	NA	NA	NA	0.145162	NA	0.0149341	0.0521981	0.0140419	0.0120482	0.013253	0.0195516	0.0120482	0.0120482	0.0106814	0.0177179	NA	NA	NA	NA	NA	NA	NA	0.0277287	NA	NA	NA	NA	NA	NA	NA	0.0645087	NA	NA	NA	NA	NA	NA	0.0282284	NA	NA	NA	NA	NA	0.0187086	NA	NA	NA	NA	0.0215354	NA	NA	NA	0.0322863	NA	NA	0.0223139	NA	0.0174743	NA	0.031279
5	3165565	3165565	1	NA	NA	NA	NA	NA	NA	NA	0.136673	0.142127	NA	NA	NA	NA	NA	NA	NA	NA	0.0176334	0.0238393	NA	NA	NA	NA	NA	NA	NA	0.0180737	0.0242768	NA	NA	NA	NA	NA	NA	0.0548087	0.0607798	NA	NA	NA	NA	NA	0.0185783	0.0247783	NA	NA	NA	NA	0.00840336	0.00884783	NA	NA	NA	0.0161918	0.0175678	NA	NA	0.0185176	0.024718	NA	NA	0.0036462	0.0135185	0.0235121	0.0148981	0.0296809	NA
5	3165567	3165567	1	NA	NA	0.0951439	NA	NA	NA	NA	NA	0.141204	NA	NA	NA	0.0131863	NA	NA	NA	NA	NA	0.0237432	NA	NA	0.0107388	NA	NA	NA	NA	NA	0.0241807	NA	NA	0.011654	0.0103093	0.0137457	0.0103093	0.0103093	0.0227017	0.0111867	0.0185567	NA	NA	NA	NA	0.0242004	NA	NA	NA	NA	NA	0.0087502	NA	NA	NA	NA	0.0168862	NA	NA	NA	0.0243509	NA	NA	0.0145705	NA	NA	0.0143353	0.0269021	NA
5	3165568	3165568	1	NA	NA	NA	NA	0.139946	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0223142	NA	NA	NA	NA	NA	NA	NA	NA	0.0227524	NA	NA	NA	NA	NA	NA	NA	0.0597206	NA	NA	NA	NA	NA	NA	0.022772	NA	NA	NA	NA	NA	NA	0.016684	0.0231942	0.0131281	0.00729927	0.0145985	0.0263208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165570	3165570	1	NA	NA	NA	NA	NA	NA	NA	0.135829	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0187743	NA	NA	NA	NA	NA	NA	NA	NA	0.0180737	NA	NA	NA	NA	NA	NA	NA	0.0552189	NA	NA	NA	NA	NA	NA	0.0180934	NA	NA	NA	NA	NA	0.00840336	NA	NA	NA	NA	0.0161918	NA	NA	NA	0.0185176	NA	NA	NA	0.00840336	0.012605	0.0216592	NA	NA	NA
5	3165571	3165571	1	0.130423	NA	NA	NA	0.139854	NA	NA	NA	NA	NA	NA	0.0149341	0.0521981	0.0140419	0.00703143	0.0126359	0.0195516	0.0120482	0.0120482	0.0120482	0.0195783	NA	NA	0.0226475	NA	NA	NA	NA	NA	NA	NA	0.0600454	NA	NA	NA	NA	NA	NA	0.0231498	NA	NA	NA	NA	NA	NA	0.0171635	0.0230894	0.0130222	0.00740741	0.0140268	0.0280605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165573	3165573	1	NA	NA	NA	NA	NA	NA	0.127652	NA	NA	0.140517	NA	NA	NA	NA	NA	NA	0.015466	NA	NA	0.0225625	NA	NA	NA	NA	NA	0.0124644	NA	NA	0.0224464	NA	NA	NA	NA	0.0449324	NA	NA	0.0594263	NA	NA	NA	0.0133779	NA	NA	0.0224661	NA	NA	0.00854701	NA	NA	0.0133773	NA	0.0160517	NA	NA	0.0156042	NA	0.00854701	0.00854701	0.0158449	0.0211161	NA	0.0170021	NA	0.0121363	NA	0.026016
5	3165574	3165574	1	NA	NA	0.0958333	NA	NA	NA	NA	NA	0.142042	NA	NA	NA	0.0135338	NA	NA	NA	NA	NA	0.0242966	NA	NA	0.0109742	NA	NA	NA	NA	NA	0.0246225	NA	NA	0.0114416	0.0105263	0.0135338	0.0105263	0.0105263	0.0226773	0.0109742	0.0200957	NA	NA	NA	NA	0.0242004	NA	NA	NA	NA	NA	0.00833957	NA	NA	NA	NA	0.0168862	NA	NA	NA	0.0249021	NA	NA	0.0151465	NA	NA	0.0143353	0.0286367	NA
5	3165575	3165575	1	NA	NA	NA	NA	0.14168	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0228684	NA	NA	NA	NA	NA	NA	NA	NA	0.0227524	NA	NA	NA	NA	NA	NA	NA	0.0593124	NA	NA	NA	NA	NA	NA	0.0232546	NA	NA	NA	NA	NA	NA	0.016684	0.0231942	0.0137049	0.00729927	0.0132579	0.0272149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165577	3165577	1	NA	NA	0.0960275	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0155961	NA	NA	NA	NA	NA	NA	NA	NA	0.0143324	NA	NA	NA	NA	NA	NA	NA	NA	0.0126523	0.0103093	0.0169964	0.0103093	0.0103093	0.0103093	0.0131863	0.0257732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165578	3165578	1	0.129899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0155424	0.0527834	0.0146507	0.0126582	0.0147109	0.020157	0.0126582	0.0126582	0.0126582	0.0235081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165579	3165579	1	NA	NA	NA	NA	NA	NA	NA	NA	0.148263	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0325525	NA	NA	NA	NA	NA	NA	NA	NA	0.0342007	NA	NA	NA	NA	NA	NA	NA	0.0671095	NA	NA	NA	NA	NA	NA	0.0322542	NA	NA	NA	NA	NA	0.0161504	NA	NA	NA	NA	0.0272314	NA	NA	NA	0.0322601	NA	NA	0.0219967	NA	NA	0.0229325	0.0410611	NA
5	3165581	3165581	1	NA	NA	NA	NA	0.140694	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0239553	NA	NA	NA	NA	NA	NA	NA	NA	0.0240338	NA	NA	NA	NA	NA	NA	NA	0.0584428	NA	NA	NA	NA	NA	NA	0.0236543	NA	NA	NA	NA	NA	NA	0.0184236	0.02337	0.012748	0.00740741	0.0160207	0.0338666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165584	3165584	1	NA	NA	NA	NA	NA	NA	NA	NA	0.148268	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0331946	NA	NA	NA	NA	NA	NA	NA	NA	0.0317008	NA	NA	NA	NA	NA	NA	NA	0.0679086	NA	NA	NA	NA	NA	NA	0.0317601	NA	NA	NA	NA	NA	0.0159437	NA	NA	NA	NA	0.0265264	NA	NA	NA	0.0319784	NA	NA	0.0206855	NA	NA	0.0229386	0.0423825	NA
5	3165585	3165585	1	NA	NA	NA	NA	0.138673	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0231655	NA	NA	NA	NA	NA	NA	NA	NA	0.0218268	NA	NA	NA	NA	NA	NA	NA	0.0584681	NA	NA	NA	NA	NA	NA	0.0221646	NA	NA	NA	NA	NA	NA	0.0195068	0.0232199	0.0121419	0.00699301	0.0153846	0.0305497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165587	3165587	1	NA	NA	NA	NA	0.137386	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0227051	NA	NA	NA	NA	NA	NA	NA	NA	0.0215443	NA	NA	NA	NA	NA	NA	NA	0.0596884	NA	NA	NA	NA	NA	NA	0.0227009	NA	NA	NA	NA	NA	NA	0.0203169	0.0230509	0.0124777	0.00689655	0.0149925	0.0306425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165592	3165592	1	NA	NA	NA	NA	NA	NA	NA	NA	0.13784	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0239328	NA	NA	NA	NA	NA	NA	NA	NA	0.0227735	NA	NA	NA	NA	NA	NA	NA	0.0601025	NA	NA	NA	NA	NA	NA	0.0239286	NA	NA	NA	NA	NA	0.00814417	NA	NA	NA	NA	0.0196007	NA	NA	NA	0.0233088	NA	NA	0.0139668	NA	NA	0.0149925	0.0297738	NA
5	3165593	3165593	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.135347	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.021789	NA	NA	NA	NA	NA	NA	NA	NA	0.0226701	NA	NA	NA	NA	NA	NA	NA	0.0596414	NA	NA	NA	NA	NA	NA	0.0217848	NA	NA	NA	NA	NA	0.0136031	NA	NA	NA	NA	0.016646	NA	NA	NA	0.0272513	NA	NA	0.017227	NA	0.0123623	NA	0.0276428
5	3165595	3165595	1	NA	NA	NA	NA	NA	NA	0.123454	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0169421	NA	NA	NA	NA	NA	NA	NA	NA	0.0115054	NA	NA	NA	NA	NA	NA	NA	0.0469681	NA	NA	NA	NA	NA	NA	0.0111252	NA	NA	NA	NA	NA	0.00826446	NA	NA	NA	NA	0.0169421	NA	NA	NA	NA	0.00826446	0.00826446	0.0146506	0.0265033	NA	NA	NA	NA	NA	NA
5	3165596	3165596	1	NA	NA	0.0897272	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0137931	NA	NA	NA	NA	NA	NA	NA	NA	0.0114943	NA	NA	NA	NA	NA	NA	NA	NA	0.0114943	0.0114943	0.0137931	0.0114943	0.0114943	0.0114943	0.0125889	0.0233849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165597	3165597	1	NA	NA	NA	NA	NA	NA	0.123079	NA	0.136895	NA	NA	NA	NA	NA	NA	NA	0.0165217	NA	0.024608	NA	NA	NA	NA	NA	NA	0.01189	NA	0.022877	NA	NA	NA	NA	NA	0.0475684	NA	0.0625736	NA	NA	NA	NA	0.0107023	NA	0.0208165	NA	NA	NA	0.00869565	NA	0.00924623	NA	NA	0.0165217	NA	0.0172	NA	NA	0.00869565	0.012068	0.0153209	0.0273292	0.0134082	NA	NA	0.016	0.0331866	NA
5	3165600	3165600	1	0.012987	0.0518846	0.012987	0.012987	0.012987	0.012987	0.012987	0.012987	0.012987	0.0591921	0.0231911	0.0149485	NA	NA	NA	NA	NA	NA	NA	0.0225581	NA	0.0495117	0.0103093	0.0103093	0.0155961	0.0149485	0.0103093	0.0103093	0.00786257	0.0257732	NA	NA	NA	NA	NA	NA	0.0606035	NA	NA	NA	NA	NA	NA	0.0227856	NA	NA	NA	NA	NA	0.0146122	NA	NA	NA	NA	0.0156614	NA	NA	NA	0.0282465	NA	NA	0.0182324	NA	0.0133727	NA	0.0311547
5	3165603	3165603	1	0.0153846	0.0153846	0.0441545	0.0153846	0.0153846	0.0153846	0.0675611	0.0153846	0.0153846	0.0153846	0.0252308	NA	0.0168067	NA	NA	NA	0.0248629	NA	NA	NA	NA	0.012987	NA	NA	NA	0.0176396	NA	NA	NA	NA	0.012987	0.012987	0.0168067	0.0259854	0.012987	0.012987	0.012987	0.0275325	NA	NA	0.015407	NA	NA	NA	NA	NA	0.0146341	NA	NA	NA	NA	0.0248629	NA	NA	NA	NA	0.0146341	0.0146341	0.0192344	0.0355007	NA	NA	NA	NA	NA	NA
5	3165607	3165607	1	NA	NA	NA	NA	NA	NA	NA	0.134035	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0226964	NA	NA	NA	NA	NA	NA	NA	NA	0.0202191	NA	NA	NA	NA	NA	NA	NA	0.0595853	NA	NA	NA	NA	NA	NA	0.015669	NA	NA	NA	NA	NA	0.00869565	NA	NA	NA	NA	0.0209719	NA	NA	NA	0.0211697	NA	NA	NA	0.0103363	0.0153209	0.029064	NA	NA	NA
5	3165609	3165609	1	NA	NA	NA	NA	0.138588	0.134238	NA	NA	NA	NA	NA	NA	NA	NA	0.0278348	0.0229261	NA	NA	NA	NA	NA	NA	NA	0.0253705	0.0257803	NA	NA	NA	NA	NA	NA	0.0645297	0.062634	NA	NA	NA	NA	NA	0.021236	0.0248978	NA	NA	NA	NA	NA	0.00922673	0.0255812	0.0139077	0.012275	0.0163286	0.0371407	0.0303469	0.0203545	0.0155053	0.0153846	0.0305509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165610	3165610	1	NA	0.126796	NA	NA	NA	NA	0.124547	NA	NA	0.136843	NA	0.0191571	NA	NA	NA	NA	0.0212404	NA	NA	0.0276021	NA	0.0511003	0.0114943	0.0114943	0.0182556	0.00472605	0.0114943	0.0114943	0.00671415	0.0233849	NA	NA	NA	0.0486564	NA	NA	0.0620182	NA	NA	NA	0.0104453	NA	NA	0.0230659	NA	NA	0.00934579	NA	NA	0.0148948	NA	0.0203408	NA	NA	0.019196	NA	0.00934579	0.0100647	0.0120587	0.0254592	NA	0.0185141	NA	0.0136557	NA	0.0296455
5	3165613	3165613	1	NA	NA	NA	NA	NA	NA	0.123832	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0194927	NA	NA	NA	NA	NA	NA	NA	NA	0.0125965	NA	NA	NA	NA	NA	NA	NA	0.0480614	NA	NA	NA	NA	NA	NA	0.0108411	NA	NA	NA	NA	NA	0.00934579	NA	NA	NA	NA	0.0203408	NA	NA	NA	NA	0.00934579	0.0104453	0.0158879	0.0280374	NA	NA	NA	NA	NA	NA
5	3165615	3165615	1	0.0581491	0.0140845	0.0140845	0.0140845	0.0140845	0.0157415	0.0140845	0.0140845	0.0140845	0.0140845	0.0249187	0.0173715	0.0545433	0.0164815	0.0144928	0.0153453	0.0219776	0.0144928	0.0144928	0.0144928	0.0245262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165616	3165616	1	0.0148893	0.0140845	0.0140845	0.0563567	0.0140845	0.0157415	0.0531487	0.0140845	0.0140845	0.0140845	0.0234742	NA	NA	0.018759	NA	NA	0.0193197	NA	NA	NA	NA	NA	0.012752	NA	NA	0.0124224	NA	NA	NA	NA	0.0532648	NA	NA	0.0484886	NA	NA	NA	NA	0.010101	0.0196078	0.0034511	0.010101	0.010101	0.0151515	0.0273101	NA	0.00952381	NA	NA	NA	NA	0.0201681	NA	NA	NA	NA	0.00952381	0.0102708	0.0157143	0.027866	NA	NA	NA	NA	NA	NA
5	3165618	3165618	1	NA	0.2039	0.195764	NA	NA	NA	NA	0.165572	NA	NA	0.13196	0.104901	0.129959	NA	NA	NA	NA	0.0590576	NA	NA	0.0203551	0.0220762	0.0990502	0.0990502	0.105675	0.103273	0.024571	0.0990502	0.101048	0.0682593	0.126761	0.126761	0.130712	0.126761	0.0510108	0.126761	0.126761	0.0939603	NA	NA	NA	0.0526708	NA	NA	0.022332	NA	NA	0.0458716	NA	NA	0.0181818	NA	0.0573973	NA	NA	0.0181818	0.0579647	NA	NA	0.0277955	0.0475098	0.0525205	0.024735	NA	0.0181818	0.0181818
5	3165619	3165619	1	0.126766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0173715	0.0545433	0.0164815	0.0144928	0.0172101	0.0219776	0.0144928	0.0144928	0.0144928	0.0217391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165621	3165621	1	NA	0.126519	NA	NA	0.137707	NA	NA	NA	NA	0.135617	NA	0.018746	NA	NA	0.0284761	NA	NA	NA	NA	0.0261216	NA	0.0515742	0.010989	0.0073533	0.0216235	0.015625	0.010989	0.010989	0.0139723	0.026455	NA	0.0637218	NA	NA	NA	NA	0.0614528	NA	0.0210348	NA	NA	NA	NA	0.0236691	NA	0.0251943	0.0261159	0.0149867	0.0124517	0.011798	0.0339703	NA	NA	NA	0.0214828	NA	NA	NA	0.0291251	NA	NA	0.0191201	NA	0.0142648	NA	0.0316292
5	3165622	3165622	1	NA	NA	NA	NA	NA	NA	NA	NA	0.136566	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0271904	NA	NA	NA	NA	NA	NA	NA	NA	0.0228472	NA	NA	NA	NA	NA	NA	NA	0.0624828	NA	NA	NA	NA	NA	NA	0.0201475	NA	NA	NA	NA	NA	0.0111448	NA	NA	NA	NA	0.0226765	NA	NA	NA	0.0248271	NA	NA	0.0147778	NA	NA	0.0153465	0.0313632	NA
5	3165623	3165623	1	NA	NA	NA	NA	NA	0.135125	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0239272	NA	NA	NA	NA	NA	NA	NA	NA	0.0267784	NA	NA	NA	NA	NA	NA	NA	0.0635944	NA	NA	NA	NA	NA	NA	0.0258969	NA	NA	NA	NA	NA	0.0177495	NA	NA	NA	NA	NA	0.0313404	0.0213583	0.016514	0.0163934	0.0295877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165624	3165624	1	NA	NA	NA	NA	NA	NA	NA	NA	0.145359	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0370981	NA	NA	NA	NA	NA	NA	NA	NA	0.0332987	NA	NA	NA	NA	NA	NA	NA	0.0720311	NA	NA	NA	NA	NA	NA	0.0301269	NA	NA	NA	NA	NA	0.0208395	NA	NA	NA	NA	0.0326301	NA	NA	NA	0.0343876	NA	NA	0.0244369	NA	NA	0.0247653	0.0412284	NA
5	3165625	3165625	1	0.127149	NA	NA	NA	NA	NA	NA	NA	NA	0.135884	NA	0.0178029	0.0549584	0.0169132	0.0149254	0.0189055	0.022407	0.0149254	0.0149254	0.00671862	0.021322	NA	NA	NA	NA	NA	NA	NA	0.0242439	NA	NA	NA	NA	NA	NA	NA	0.0617425	NA	NA	NA	NA	NA	NA	0.0233601	NA	NA	NA	NA	NA	0.0151915	NA	NA	NA	NA	0.0228717	NA	NA	NA	0.0288177	NA	NA	0.0188096	NA	0.0139527	NA	0.0305983
5	3165626	3165626	1	NA	NA	0.0914205	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0171258	NA	NA	NA	NA	NA	NA	NA	NA	0.0126582	NA	NA	NA	NA	NA	NA	NA	NA	0.0126582	0.0126582	0.021097	0.0126582	0.0126582	0.0126582	0.0126582	0.0235081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165627	3165627	1	0.0157415	0.0140845	0.0140845	0.0140845	0.0471951	0.0186279	0.0140845	0.0140845	0.053122	0.0140845	0.0249187	NA	NA	NA	0.0285774	NA	NA	NA	0.0275537	NA	NA	NA	NA	0.0252718	NA	NA	NA	0.0242447	NA	NA	NA	0.064435	NA	NA	NA	0.0634491	NA	NA	0.0219692	NA	NA	NA	0.0209386	NA	NA	0.0252959	0.0270124	0.01544	0.00304302	0.0179856	0.0355	NA	NA	0.0230415	NA	NA	NA	0.0259871	NA	NA	0.0144025	NA	NA	0.0157143	0.0344836	NA
5	3165632	3165632	1	NA	0.126563	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0179931	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.050253	0.0117647	0.0117647	0.0208729	0.0163971	0.0117647	0.0117647	0.0135294	0.0271493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165633	3165633	1	NA	NA	NA	NA	NA	NA	NA	NA	0.136566	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0271904	NA	NA	NA	NA	NA	NA	NA	NA	0.0244335	NA	NA	NA	NA	NA	NA	NA	0.0624828	NA	NA	NA	NA	NA	NA	0.0205728	NA	NA	NA	NA	NA	0.0111448	NA	NA	NA	NA	0.0216584	NA	NA	NA	0.0256232	NA	NA	0.0147778	NA	NA	0.0153465	0.0341229	NA
5	3165634	3165634	1	NA	0.125604	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0186199	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0505806	0.0120482	0.0120482	0.0205985	0.0166792	0.0120482	0.0120482	0.0139018	0.0268767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165635	3165635	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.133221	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.021778	NA	NA	NA	NA	NA	NA	NA	NA	0.0246355	NA	NA	NA	NA	NA	NA	NA	0.0615325	NA	NA	NA	NA	NA	NA	0.023752	NA	NA	NA	NA	NA	0.0196078	NA	NA	NA	NA	0.0196078	NA	NA	NA	0.0292075	NA	NA	0.0196078	NA	0.0196078	0.0196078
5	3165637	3165637	1	NA	NA	0.0906782	NA	NA	NA	NA	NA	0.136566	NA	NA	NA	0.0171258	NA	NA	NA	NA	NA	0.0271904	NA	NA	0.0126582	NA	NA	NA	NA	NA	0.0256232	NA	NA	0.0126582	0.0126582	0.0189873	0.0126582	0.0126582	0.0237417	0.0139907	0.0262902	NA	NA	NA	NA	0.0210162	NA	NA	NA	NA	NA	0.0111448	NA	NA	NA	NA	0.0216584	NA	NA	NA	0.0256232	NA	NA	0.0147778	NA	NA	0.0166754	0.0341229	NA
5	3165638	3165638	1	0.0157415	0.0140845	0.0140845	0.0140845	0.0140845	0.0176056	0.0140845	0.0563855	0.0140845	0.0140845	0.0264789	NA	NA	NA	NA	NA	NA	0.0229125	NA	NA	NA	NA	NA	NA	NA	NA	0.0207263	NA	NA	NA	NA	NA	NA	NA	0.0589792	NA	NA	NA	NA	NA	NA	0.0162657	NA	NA	NA	NA	NA	0.00934579	NA	NA	NA	NA	0.0221963	NA	NA	NA	0.0213383	NA	NA	NA	0.0100647	0.0172159	0.0314276	NA	NA	NA
5	3165643	3165643	1	0.0179795	0.0136986	0.0136986	0.0136986	0.0136986	0.0179795	0.0136986	0.0136986	0.0136986	0.0136986	0.0303752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165646	3165646	1	NA	0.124929	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0195783	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0505806	0.0120482	0.0120482	0.0195783	0.0166792	0.0120482	0.0120482	0.0145847	0.0319539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	3165647	3165647	1	NA	NA	NA	NA	NA	NA	0.122499	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0214646	NA	NA	NA	NA	NA	NA	NA	NA	0.0133897	NA	NA	NA	NA	NA	NA	NA	0.0467821	NA	NA	NA	NA	NA	NA	0.010101	NA	NA	NA	NA	NA	0.010101	NA	NA	NA	NA	0.0214646	NA	NA	NA	NA	0.010101	0.010101	0.015799	0.0319865	NA	NA	NA	NA	NA	NA
