Chr	Pos	S1S2	S1S3	S1S4	S1S5	S1S6	S1S7	S1S8	S1S9	S1S10	S1S11	S1S12	S2S3	S2S4	S2S5	S2S6	S2S7	S2S8	S2S9	S2S10	S2S11	S2S12	S3S4	S3S5	S3S6	S3S7	S3S8	S3S9	S3S10	S3S11	S3S12	S4S5	S4S6	S4S7	S4S8	S4S9	S4S10	S4S11	S4S12	S5S6	S5S7	S5S8	S5S9	S5S10	S5S11	S5S12	S6S7	S6S8	S6S9	S6S10	S6S11	S6S12	S7S8	S7S9	S7S10	S7S11	S7S12	S8S9	S8S10	S8S11	S8S12	S9S10	S9S11	S9S12	S10S11	S10S12	S11S12
5	3172366	-nan	-nan	-nan	-nan	-nan	0.12985	-nan	-nan	0.0485437	-nan	-nan	-nan	-nan	-nan	-nan	0.129801	-nan	-nan	0.0512174	-nan	-nan	-nan	-nan	-nan	0.12766	-nan	-nan	0.0485437	-nan	-nan	-nan	-nan	0.131091	-nan	-nan	0.0526237	-nan	-nan	-nan	0.136287	-nan	-nan	0.0582891	-nan	-nan	0.12766	-nan	-nan	0.0485437	-nan	-nan	0.135581	0.134914	0.0582189	0.131749	0.138669	-nan	0.0575197	-nan	-nan	0.0567919	-nan	-nan	0.0485437	0.0608857	-nan
5	3172369	0.0064891	0.027027	0.0311818	0.0283383	0.027027	0.027027	0.0109856	0.0364187	0.0624079	0.0291499	0.0104239	0.0140845	0.0219332	0.0190626	0.0142801	0.0180336	0.0146539	0.02722	0.0566887	0.0229271	0.0145486	-nan	-nan	-nan	-nan	0.0319382	-nan	-nan	-nan	0.03125	-nan	-nan	-nan	0.0344793	-nan	-nan	-nan	0.0333944	-nan	-nan	0.0283684	-nan	-nan	-nan	0.03125	-nan	0.0271463	-nan	-nan	-nan	0.03125	0.0372997	-nan	-nan	-nan	0.0362179	0.0277377	0.0737177	0.0418124	0.00474604	-nan	-nan	0.03125	-nan	0.0726768	0.0407357
5	3172412	0.107692	0.107692	0.107692	0.0275177	0.0233602	0.0044047	0.0120188	0.128088	0.0324254	0.00708979	0.0354214	-nan	-nan	0.0555187	0.064385	0.097561	0.115017	-nan	0.0645161	0.0823529	0.0540157	-nan	0.051118	0.06047	0.097561	0.110894	-nan	0.0645161	0.0823529	0.05	0.0536089	0.0687206	0.102688	0.113227	-nan	0.0645161	0.0880174	0.0521029	0.00628494	0.024682	0.024887	0.0669643	0.0227632	0.0194328	0.0107612	0.0157483	0.0221104	0.0830956	0.0273609	0.0118314	0.0171392	0.0138367	0.123198	0.0326071	0.00390783	0.0324288	0.117106	0.0411434	0.0188363	0.0285544	0.0835181	0.108863	0.052375	0.0248589	0.0306917	0.0271105
5	3172512	0.0652777	0.112904	0.0999321	0.152869	0.119064	0.0943741	0.0614312	-nan	-nan	0.16167	0.206101	0.0178787	0.012463	0.0687188	0.0226921	0.00887918	0.0104393	0.113662	0.0911601	0.0602702	0.11474	0.0030107	0.0304023	0.00288445	0.00436632	0.0259588	0.154903	0.137468	0.0217831	0.0626786	0.0354645	0.00551057	0.00239403	0.0204651	0.144796	0.124855	0.0250428	0.0703815	0.0274297	0.0404588	0.0640024	0.177143	0.182863	0.0227182	0.0202998	0.00704544	0.0253727	0.156618	0.143457	0.0221922	0.0622298	0.0202364	0.142029	0.119451	0.0276327	0.0767815	0.101331	0.0874201	0.0682864	0.114857	-nan	0.207778	0.214545	0.183101	0.234211	0.0362858
5	3172670	-nan	-nan	-nan	-nan	0.0962542	-nan	0.134805	-nan	0.1003	-nan	-nan	-nan	-nan	-nan	0.0487675	-nan	0.112111	-nan	0.0562584	-nan	-nan	-nan	-nan	0.0392385	-nan	0.107974	-nan	0.0491803	-nan	-nan	-nan	0.0559217	-nan	0.110315	-nan	0.0652464	-nan	-nan	0.0458159	-nan	0.104684	-nan	0.0611823	-nan	-nan	0.0527962	0.0414502	0.0537581	0.0239112	0.0490383	0.0686113	0.112914	-nan	0.0594042	-nan	-nan	0.103448	0.0597678	0.117072	0.108342	0.0701662	-nan	-nan	0.0491803	0.0798519	-nan
5	3172698	0.096067	0.160802	0.129686	0.103774	-nan	0.095459	-nan	0.110338	-nan	0.165634	-nan	0.0290345	0.0179339	0.00539918	0.047619	0.00160758	0.0790162	0.0286627	0.0844759	0.0354379	0.0790162	0.0152458	0.0270114	0.101493	0.0290268	0.140988	0.0298152	0.139247	0.00631239	0.141342	0.016724	0.0909091	0.0161453	0.111477	0.016407	0.127854	0.0199924	0.111477	0.05	0.00459603	0.0792308	0.0217545	0.0943396	0.0375815	0.0829919	0.05	-nan	0.0848249	-nan	0.113846	-nan	0.0792308	0.0272261	0.0859375	0.0343991	0.0792308	0.0847127	-nan	0.152798	-nan	0.128635	0.0379403	0.0897082	0.142333	-nan	0.152798
5	3172900	0.0157779	0.0100033	0.0053575	0.0189274	0.0255881	0.0162109	0.0318942	0.0638336	0.101951	0.00686004	0.00519585	0.00591867	0.0115055	0.042971	0.0547156	0.00635333	0.0167135	0.108361	0.0610254	0.0315873	0.014166	0.00424144	0.0230627	0.0326957	0.0132651	0.0216301	0.0846047	0.086691	0.0195391	0.00600827	0.0154007	0.0227733	0.0179525	0.0306367	0.0685484	0.103368	0.0096453	0.00498381	0.00221453	0.0514168	0.0615679	0.0436494	0.158491	0.0107007	0.020003	0.0630514	0.072857	0.0359651	0.174446	0.013556	0.0277662	0.0108187	0.105022	0.057208	0.0360342	0.0130445	0.111111	0.0592947	0.053877	0.0230877	0.226935	0.0478056	0.0665066	0.132807	0.098774	0.0142507
5	3172910	0.176525	0.122722	0.00600116	0.016831	0.0116489	0.0563939	0.0207801	0.034757	0.227309	0.0134939	0.0180886	0.0104131	0.180011	0.238681	0.169187	0.0442769	0.117212	0.0826369	0.0283177	0.264438	0.100284	0.122894	0.173106	0.112514	0.020935	0.0708754	0.0438642	0.0484201	0.199902	0.0562726	0.0101361	0.00595857	0.0631312	0.0226988	0.0376301	0.237613	0.0163816	0.0203134	0.00893506	0.104385	0.0408226	0.0641316	0.299978	0.0126079	0.0451183	0.0604184	0.0171974	0.0300215	0.229291	0.0261755	0.0193641	0.0263932	0.011933	0.0852204	0.116381	0.0171933	0.00716275	0.166865	0.0547175	0.00728603	0.129365	0.0812007	0.00688071	0.315866	0.149452	0.0562158
5	3173081	-nan	-nan	-nan	0.11235	-nan	0.150839	0.22479	-nan	-nan	0.102493	0.129034	-nan	-nan	0.0598264	-nan	0.101407	0.207729	-nan	-nan	0.0526316	0.0774976	-nan	0.0489615	-nan	0.0952381	0.204038	-nan	-nan	0.0526316	0.0672217	0.051458	-nan	0.0952381	0.206127	-nan	-nan	0.0526316	0.0692865	0.0495868	0.0198839	0.102315	0.054589	0.112067	0.0101337	0.00675246	0.0991548	0.200098	-nan	-nan	0.0526316	0.0712597	0.0555731	0.103896	0.150568	0.0185279	0.00947466	0.2	0.23839	0.0994479	0.0819649	-nan	0.0552559	0.0761478	0.100244	0.128756	0.0118653
5	3173084	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.129464	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0761662	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0714286	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0714286	-nan	-nan	-nan	-nan	-nan	-nan	0.0714286	-nan	-nan	-nan	-nan	-nan	0.0714286	-nan	-nan	-nan	-nan	0.0714286	-nan	-nan	-nan	0.0880102	-nan	-nan	0.0714286	-nan	-nan	0.0714286	0.0714286	-nan
5	3173146	0.1166	-nan	0.158032	-nan	-nan	-nan	-nan	0.127918	0.176608	-nan	-nan	0.0526316	0.027066	0.0526316	0.0581717	0.0622801	0.102493	0.0136036	0.0729592	0.0579257	0.0858726	0.111111	-nan	-nan	-nan	-nan	0.0727751	0.157895	-nan	-nan	0.111111	0.111111	0.113708	0.142857	0.0157804	0.0363829	0.117862	0.126984	-nan	-nan	-nan	0.0693559	0.157895	-nan	-nan	-nan	-nan	0.0681853	0.157895	-nan	-nan	-nan	0.0779105	0.157895	-nan	-nan	0.105348	0.166316	-nan	-nan	0.0610971	0.0822328	0.0937539	0.157895	0.157895	-nan
5	3173182	0.0400958	0.0433621	0.0985546	0.156792	0.141026	0.0447248	0.0246028	0.0773149	0.113373	0.124722	0.0794132	0.0435542	0.0496868	0.0850606	0.064358	0.00436884	0.0232336	0.0504042	0.0756804	0.0533219	0.041326	0.158967	0.220682	0.191281	0.0608743	0.0553456	0.143861	0.184387	0.172006	0.13619	0.0166478	0.017346	0.0354834	0.0514125	0.0144963	0.0249571	0.0183552	0.00525795	0.00666664	0.0651774	0.0942638	0.0302349	0.0375404	0.0176425	0.0253944	0.0507941	0.0810177	0.0274297	0.039511	0.0106446	0.0237207	0.0231532	0.0387475	0.0605387	0.0413313	0.0295607	0.031545	0.0710134	0.079502	0.0347397	0.0313079	0.0342341	0.00935955	0.0342585	0.0255639	0.0252726
5	3173455	-nan	-nan	-nan	-nan	-nan	-nan	0.232367	0.0793167	0.103448	-nan	0.160299	-nan	-nan	-nan	-nan	-nan	0.229737	0.0693196	0.103448	-nan	0.157423	-nan	-nan	-nan	-nan	0.226148	0.0649833	0.103448	-nan	0.153846	-nan	-nan	-nan	0.228179	0.0674377	0.103448	-nan	0.155719	-nan	-nan	0.223295	0.0615354	0.103448	-nan	0.153846	-nan	0.222318	0.0603549	0.103448	-nan	0.153846	0.230434	0.0701618	0.103448	-nan	0.158185	0.0986719	0.0782272	0.234041	0.0255846	0.0334176	0.0900747	0.0454915	0.111987	0.0346786	0.166406
5	3173462	0.0625	0.018593	0.012583	0.0204433	0.0204739	0.0625	0.0944602	0.0625	0.0177033	0.0723409	0.0750558	0.081204	0.065719	0.0817543	0.0607711	-nan	-nan	-nan	0.0625	-nan	-nan	0.00492944	0.00248624	0.0107308	0.0913079	0.129759	0.0990447	0.0371195	0.115666	0.111478	0.0070495	0.00989203	0.0718681	0.113475	0.0821861	0.0299927	0.0967472	0.0944782	0.00772311	0.0930104	0.128187	0.0974167	0.0386383	0.117323	0.113142	0.0722845	0.107143	0.0756303	0.0354807	0.0971524	0.0928765	-nan	-nan	0.0625	-nan	-nan	-nan	0.0944602	-nan	-nan	0.0625	-nan	-nan	0.0703125	0.0750558	-nan
5	3173496	0.0594357	-nan	0.12062	0.0710538	0.0548222	-nan	0.192489	0.199304	0.0454545	-nan	0.268777	0.0441449	0.0311233	0.00828343	0.00704103	0.0488684	0.102598	0.102333	0.0268053	0.0782899	0.167149	0.107143	0.0543346	0.0349809	-nan	0.185948	0.192818	0.0454545	-nan	0.263158	0.021083	0.0465728	0.11074	0.0408659	0.0335464	0.0570584	0.138248	0.0793966	0.0082208	0.0606171	0.0823478	0.080763	0.03053	0.089675	0.147046	0.0442031	0.115937	0.117573	0.0287972	0.0737688	0.189792	0.190457	0.197288	0.0454545	-nan	0.266937	0.0137253	0.11794	0.194251	0.0185527	0.116962	0.206273	0.0291768	0.0607681	0.180614	0.270373
5	3173523	-nan	-nan	0.0828352	0.0521395	0.108512	0.0431924	0.144637	0.116473	-nan	-nan	0.11789	-nan	0.0733024	0.0392854	0.0955924	0.0302041	0.141707	0.113447	-nan	-nan	0.114868	0.0714286	0.0348091	0.0878485	0.0285714	0.137708	0.109316	-nan	-nan	0.111111	0.0181547	0.00899229	0.0214094	0.0320045	0.0235662	0.115309	0.0881521	0.0164474	0.0268074	0.00614513	0.0681438	0.0477635	0.0857001	0.0576343	0.0489729	0.0345197	0.0247977	0.0202716	0.140077	0.113681	0.0171568	0.0793722	0.0581397	0.0770698	0.0487391	0.0558629	0.00622114	0.174923	0.146503	0.00907622	0.147756	0.118401	0.0103797	-nan	0.149123	0.119815
5	3173548	0.0447761	0.0447761	0.00554468	0.0110363	0.0140222	0.00461032	0.0684349	0.0711805	0.0831141	0.0504775	0.0244512	-nan	0.0557555	0.0644289	0.0786926	0.0322581	-nan	0.160977	-nan	-nan	0.0947519	0.0531545	0.0600698	0.0737233	0.0322581	-nan	0.157068	-nan	-nan	0.0909091	0.00908555	0.00711443	0.0101124	0.0787449	0.0609975	0.0981807	0.0660803	0.018552	0.00730193	0.0138216	0.0731546	0.0477477	0.100635	0.0696571	0.0116383	0.022964	0.0942967	0.0397665	0.120087	0.0887666	0.0125878	0.0536174	0.0871543	0.0708692	0.0377966	0.0333532	0.152792	-nan	-nan	0.101311	0.193447	0.165666	0.0225008	-nan	0.129785	0.0998106
5	3173596	0.144298	0.0719583	0.00626035	0.0727491	0.0800261	0.142857	0.167347	0.156699	0.0255835	0.0624609	0.0411746	0.0357428	0.126816	0.0392854	0.0393374	-nan	-nan	-nan	0.111111	0.0416667	0.0628019	0.0551566	0.00183698	0.0048732	0.0366154	0.0564779	0.0444124	0.0544574	0.0101919	0.010792	0.0560364	0.0606488	0.125463	0.148618	0.137731	0.0259393	0.0520603	0.0287112	0.00319121	0.0401548	0.0564779	0.0444124	0.0553377	0.0117599	0.0121147	0.0378485	0.0562096	0.0441407	0.0625971	0.0150979	0.0175284	-nan	-nan	0.111111	0.0416667	0.0636501	-nan	0.131545	0.0571952	0.0769231	0.12044	0.0451389	0.065119	0.0446601	0.0334474	0.0101357
5	3173618	0.115827	0.0242407	0.00942095	0.111111	0.0436716	0.111111	0.131545	0.122257	0.0398363	0.0333933	0.029112	0.0613054	0.141269	-nan	0.0486932	-nan	-nan	-nan	0.0592915	0.047619	0.0590419	0.03682	0.0508475	0.00551358	0.0561043	0.0736974	0.0637904	0.0225246	0.0122805	0.00183701	0.130682	0.059702	0.128972	0.15483	0.14579	0.0579149	0.0530462	0.0397506	0.0345477	-nan	-nan	-nan	0.0566038	0.047619	0.0461538	0.0434222	0.0566049	0.0465152	0.0255085	0.0144318	0.00594867	-nan	-nan	0.0566038	0.047619	0.0510454	-nan	0.0760152	0.0576972	0.0718467	0.066133	0.047619	0.0619199	0.0215755	0.0233652	0.012925
5	3173805	0.106939	-nan	0.0724574	-nan	-nan	0.156975	-nan	-nan	-nan	-nan	-nan	0.1	0.00928255	0.1	0.1	0.0120682	0.116071	0.123437	0.13483	0.105029	0.120724	0.0625	-nan	-nan	0.153846	-nan	-nan	-nan	-nan	-nan	0.0625	0.0625	0.0380875	0.0800866	0.0877525	0.1006	0.0696203	0.0849282	-nan	0.153846	-nan	-nan	-nan	-nan	-nan	0.153846	-nan	-nan	-nan	-nan	-nan	0.166351	0.173298	0.185855	0.157812	0.170739	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3173943	0.0193286	0.0370819	0.0209281	0.0851211	0.204122	0.113218	0.0129354	0.011293	0.122166	0.00928555	0.0660034	0.0763586	0.0563184	0.144265	0.28861	0.183677	0.0320525	0.0265939	0.19145	0.0266659	0.108146	0.0200865	0.0146919	0.0870475	0.0335584	0.0368251	0.0416363	0.0508855	0.0211638	0.044342	0.0476662	0.137732	0.0684469	0.013194	0.0194975	0.0828933	0.0218933	0.0356523	0.0347639	0.00935326	0.0783498	0.0871563	0.0284312	0.062197	0.0567003	0.0220153	0.192374	0.206833	0.0408566	0.170216	0.120236	0.113273	0.123901	0.0196795	0.0886556	0.0712257	0.00326965	0.124851	0.0207848	0.0550131	0.134691	0.0208164	0.0628483	0.0983104	0.0875412	0.0626024
5	3174010	0.0851402	0.0873929	0.129747	0.205684	0.372437	-nan	0.0747275	-nan	0.263158	0.08	0.11789	0.00770012	0.0257839	0.056688	0.178612	0.0908542	0.0225296	0.0968726	0.114735	0.00795148	0.0413854	0.0182095	0.0474844	0.168821	0.0930928	0.0166803	0.0948988	0.103818	0.0051	0.0335409	0.0293591	0.118591	0.127556	0.0243204	0.125	0.0677347	0.0214827	0.0262235	0.0462291	0.210645	0.0790518	0.209312	0.0357306	0.0536238	0.0612372	0.376356	0.210347	0.374517	0.0435183	0.174419	0.15855	0.0723982	-nan	0.26607	0.088042	0.11567	0.0625	0.138007	0.0212513	0.0317155	0.271589	0.0948988	0.111111	0.100763	0.105759	0.0388202
5	3174127	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	1	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	1	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	1	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	1	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	1	-nan	-nan	-nan	-nan
5	3174141	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3174212	-nan	-nan	-nan	0.0698166	0.102656	0.0608348	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0666302	0.0995822	0.0555556	-nan	-nan	-nan	-nan	-nan	-nan	0.0622814	0.0953869	0.0555556	-nan	-nan	-nan	-nan	-nan	0.0716198	0.104396	0.0653935	-nan	-nan	-nan	-nan	-nan	0.00718107	0.00629981	0.0698962	0.145823	0.168725	0.0718461	0.0626681	0.0154302	0.101604	0.174943	0.198073	0.104614	0.09576	0.0695473	0.145503	0.160699	0.0599826	0.0555556	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3174225	-nan	0.0563954	-nan	0.0605223	-nan	0.161914	-nan	-nan	0.25	-nan	-nan	0.0389605	-nan	0.0514122	-nan	0.157895	-nan	-nan	0.25	-nan	-nan	0.0749673	0.00688963	0.0511296	0.0793152	0.0566786	0.112168	0.174262	0.044331	0.0432009	0.0790129	-nan	0.180809	-nan	-nan	0.25	-nan	-nan	0.0517958	0.0647019	0.0573409	0.112791	0.158615	0.0567132	0.0473855	0.161905	-nan	-nan	0.25	-nan	-nan	0.166806	0.215817	0.0593751	0.161842	0.157895	-nan	0.25	-nan	-nan	0.259259	-nan	-nan	0.25	0.25	-nan
5	3174538	-nan	0.0504979	-nan	-nan	-nan	-nan	0.0746557	-nan	-nan	-nan	-nan	0.0389605	-nan	-nan	-nan	-nan	0.0657187	-nan	-nan	-nan	-nan	0.0370172	0.0344828	0.0344828	0.0398302	0.00916976	0.0725327	0.0761525	0.044331	0.0469827	-nan	-nan	-nan	0.0638295	-nan	-nan	-nan	-nan	-nan	-nan	0.0579044	-nan	-nan	-nan	-nan	-nan	0.0567194	-nan	-nan	-nan	-nan	0.0665642	-nan	-nan	-nan	-nan	0.0915444	0.101875	0.0709397	0.0712299	-nan	-nan	-nan	-nan	-nan	-nan
5	3174852	-nan	-nan	0.110229	0.20932	0.186886	-nan	-nan	0.0614551	-nan	0.079293	-nan	-nan	0.104375	0.202883	0.180265	-nan	-nan	0.05824	-nan	0.0769231	-nan	0.104167	0.201838	0.179191	-nan	-nan	0.0538521	-nan	0.0780488	-nan	0.0311803	0.0222888	0.116599	0.107448	0.0267162	0.140573	0.00788888	0.104756	0.00402947	0.214981	0.201829	0.0914838	0.236285	0.057523	0.202692	0.192707	0.17815	0.072817	0.214615	0.044526	0.180069	-nan	0.0643429	-nan	0.0881801	-nan	0.0490521	-nan	0.0814259	-nan	0.0946859	0.0171581	0.0542423	0.108747	-nan	0.0786549
5	3175015	0.0416667	0.0214764	0.0176267	0.107555	0.279243	0.0244951	0.0196823	0.0900338	0.0516514	0.0816296	0.00708858	0.082208	0.0851831	0.206636	0.397112	0.0909091	0.071558	0.181643	0.125	0.176471	0.0516448	0.00694962	0.0614361	0.200613	0.0171759	0.0204297	0.050775	0.0328604	0.0493439	0.0165883	0.050868	0.189599	0.0102915	0.0179296	0.0416967	0.0258181	0.0376774	0.0144794	0.0621158	0.0473771	0.0744879	0.00924637	0.0459682	0.00965437	0.0911885	0.187817	0.236081	0.088534	0.149058	0.0873604	0.263904	0.0113902	0.0313109	0.0323076	0.0300969	0.0185536	0.0485744	0.0509007	0.0609934	0.0111425	0.0437429	0.0130027	0.074776	0.0319902	0.0517465	0.0733168
5	3175242	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.124025	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.121024	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.116929	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.119247	-nan	-nan	-nan	-nan	-nan	-nan	0.113672	-nan	-nan	-nan	-nan	-nan	0.112557	-nan	-nan	-nan	-nan	0.121819	-nan	-nan	-nan	0.135502	-nan	-nan	-nan	0.15504	0.125936	0.117293	-nan	-nan	-nan
5	3175605	-nan	-nan	-nan	-nan	-nan	0.0648542	-nan	-nan	0.152728	-nan	-nan	-nan	-nan	-nan	-nan	0.0625	-nan	-nan	0.147541	-nan	-nan	-nan	-nan	-nan	0.0625	-nan	-nan	0.147541	-nan	-nan	-nan	-nan	0.0625	-nan	-nan	0.147541	-nan	-nan	-nan	0.0625	-nan	-nan	0.15497	-nan	-nan	0.0625	-nan	-nan	0.147541	-nan	-nan	0.0750558	0.0625	0.0643729	0.0668945	0.0625	-nan	0.185149	-nan	-nan	0.17122	-nan	-nan	0.147541	0.17122	-nan
5	3175820	0.195925	0.285177	0.242762	0.375	0.375	0.375	0.375	0.375	0.169397	0.376364	0.375	0.0204543	0.0134416	0.0810256	0.0810256	0.0834513	0.111111	0.106553	0.0263727	0.0820814	0.0795529	0.011543	0.040999	0.040999	0.0479661	0.0723948	0.0676379	0.0527884	0.044189	0.0398582	0.05	0.05	0.0527751	0.07375	0.069	0.0328176	0.0572152	0.05	-nan	-nan	-nan	-nan	0.105263	-nan	-nan	-nan	-nan	-nan	0.105263	-nan	-nan	-nan	-nan	0.105263	-nan	-nan	-nan	0.127632	-nan	-nan	0.123158	-nan	-nan	0.105263	0.105263	-nan
5	3175826	0.165807	0.252699	0.208324	0.333333	0.333333	0.333333	0.333333	0.333333	0.144294	0.334788	0.333333	0.0228595	0.0134416	0.0810256	0.0810256	0.0939381	0.0990447	0.106553	0.0263727	0.0820814	0.0795529	0.0129694	0.0408815	0.0408815	0.0587437	0.0596878	0.0675237	0.0552152	0.0440719	0.0397406	0.05	0.05	0.0577605	0.0611765	0.069	0.0328176	0.0572152	0.05	-nan	-nan	-nan	-nan	0.105263	-nan	-nan	-nan	-nan	-nan	0.105263	-nan	-nan	-nan	-nan	0.109972	-nan	-nan	-nan	0.115789	-nan	-nan	0.123158	-nan	-nan	0.105263	0.105263	-nan
5	3175911	-nan	-nan	-nan	0.291368	0.260441	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.276071	0.244476	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.268005	0.237815	-nan	-nan	-nan	-nan	-nan	-nan	0.271605	0.239816	-nan	-nan	-nan	-nan	-nan	-nan	0.00345466	0.289584	0.273824	0.285474	0.307717	0.275472	0.281722	0.25858	0.241179	0.253352	0.277504	0.24559	0.250374	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3176353	-nan	0.0687663	0.0596305	0.105961	0.198817	-nan	0.0813067	-nan	-nan	-nan	-nan	0.048876	0.0467037	0.0909367	0.181334	-nan	0.067917	-nan	-nan	-nan	-nan	0.00501438	0.0151521	0.0755474	0.0603989	0.00765033	0.0515666	0.0903918	0.0561038	0.0631111	0.0167346	0.0817846	0.051181	0.00653112	0.0447761	0.083596	0.052031	0.056014	0.0327214	0.0979274	0.00580704	0.0860902	0.126722	0.0960168	0.100531	0.191618	0.0572162	0.17998	0.217422	0.187923	0.193952	0.073052	-nan	-nan	-nan	-nan	0.0595918	0.103988	0.0731257	0.0757277	-nan	-nan	-nan	-nan	-nan	-nan
5	3176360	0.0506838	0.0887222	0.013167	0.0385555	0.0171193	0.005647	0.0144867	0.0266458	0.0686647	0.0167612	0.0618091	0.010278	0.0760349	0.1333	0.0508226	0.0543095	0.0329101	0.0171938	0.177291	0.018088	0.0155886	0.122918	0.190497	0.0894785	0.0958671	0.0605916	0.0339715	0.240885	0.0443031	0.0112532	0.0133487	0.0114446	0.00567626	0.0172396	0.03903	0.0432142	0.0297549	0.101943	0.0259439	0.0277767	0.0458587	0.0792044	0.0268686	0.0675924	0.166201	0.0118187	0.00870629	0.0226186	0.065142	0.0190596	0.079744	0.0116593	0.0267649	0.0588542	0.0178948	0.074802	0.00603369	0.0906554	0.0119465	0.047627	0.127959	0.0119657	0.0265593	0.100661	0.215943	0.0394357
5	3176393	0.0160011	0.125	0.00822141	0.0282557	0.0267325	0.00719824	0.0130165	0.0155281	0.0983646	0.126909	0.132649	0.164887	0.0206595	0.0114102	0.00895427	0.00683343	0.0104972	0.0278129	0.0653109	0.169554	0.184308	0.1	0.202939	0.193183	0.134328	0.151844	0.0968588	0.323077	-nan	-nan	0.0364289	0.0336048	0.0081219	0.0135366	0.0060585	0.123057	0.106835	0.114062	0.00235233	0.0168057	0.00921358	0.0394038	0.0475114	0.211069	0.219469	0.0158618	0.00776822	0.0349176	0.0519008	0.201412	0.212271	0.00710153	0.0136817	0.08492	0.138386	0.151344	0.013219	0.0796801	0.160495	0.166928	0.135682	0.106071	0.113645	0.323077	0.338462	-nan
5	3176426	0.015189	0.0693827	0.0118196	0.0930678	0.0357171	0.0326822	0.0101057	0.00970446	0.155583	0.00791591	0.0628043	0.0381913	0.0311348	0.132028	0.0552778	0.0596912	0.0277602	0.0171021	0.206641	0.0156788	0.046219	0.112556	0.271696	0.156909	0.168469	0.0966398	0.068937	0.361165	0.0813623	0.0147885	0.0487776	0.0127881	0.0102093	0.00604112	0.0120072	0.106597	0.0106414	0.105846	0.021542	0.0215706	0.0613893	0.0869527	0.0337759	0.0736242	0.261388	0.00800595	0.0155853	0.0275207	0.078773	0.0227933	0.155104	0.0213281	0.0345797	0.0652267	0.0226742	0.161598	0.0052225	0.128821	0.0132805	0.0892937	0.160222	0.0125619	0.0669121	0.133328	0.346226	0.0841955
5	3176470	0.0298664	0.0132851	0.00777285	0.015694	0.0255659	0.0232485	0.0280143	0.0568724	0.0299641	0.0104413	0.0835659	0.0417517	0.0525328	0.0139456	0.00989556	0.00400512	0.0227332	0.0152369	0.0719141	0.0115006	0.0349862	0.00928462	0.0131493	0.0281661	0.0415508	0.0440507	0.0796556	0.024313	0.0183935	0.114983	0.0248383	0.0406711	0.0455448	0.0416569	0.0857985	0.0270659	0.0257209	0.11473	0.00519102	0.0159487	0.0209788	0.034948	0.043599	0.00841338	0.0670029	0.0128446	0.019292	0.0230324	0.0607014	0.0127155	0.052467	0.0192271	0.0136286	0.0675392	0.0108776	0.0343529	0.0250332	0.0738278	0.025614	0.0289997	0.11281	0.0370587	0.018974	0.0374776	0.148139	0.0643479
5	3176500	0.0613052	0.0267715	0.0318607	0.0448397	0.0408378	0.0473571	0.074948	0.0378787	0.139474	0.0285061	0.0457447	0.014955	0.148067	0.158628	0.145078	0.17581	0.234701	0.0144491	0.310684	0.0130105	0.0384067	0.0852785	0.0865924	0.0771435	0.103146	0.150715	0.00919905	0.222047	0.00674632	0.0314442	0.0225725	0.0256255	0.0201139	0.0226407	0.107343	0.078113	0.095085	0.0922348	0.00444792	0.0087004	0.0230185	0.115625	0.0624484	0.0968461	0.126456	0.0146052	0.0308672	0.103365	0.0756573	0.0869709	0.116766	0.0196651	0.133767	0.0448862	0.111439	0.139545	0.176621	0.044028	0.164413	0.169374	0.258977	0.0147078	0.0299231	0.228169	0.255056	0.0368903
